venda_id,cliente_id,veiculo_id,vendedor_id,data_venda,valor_venda,desconto_percentual,forma_pagamento,numero_parcelas,valor_entrada,status_venda
1312,754,38,8,2024-12-08,866490.62,3.23,Leasing,36,86649.06,Concluída
1313,1928,37,2,2024-07-22,605801.86,1.95,Financiamento,24,182393.3,Concluída
1314,1935,5,15,2024-05-23,1370144.78,12.92,À vista,1,1370144.78,Concluída
1315,1171,24,2,2023-07-04,444512.65,2.79,Financiamento,24,167619.63,Concluída
1316,273,25,6,2023-03-26,709646.31,0.74,Financiamento,24,188614.52,Concluída
1317,899,25,3,2023-02-18,692344.84,3.16,Financiamento,48,246218.54,Concluída
1318,1486,38,5,2024-12-11,872042.18,2.61,Leasing,48,87204.22,Concluída
1319,497,32,9,2024-05-21,849191.3,1.38,Financiamento,24,242198.95,Concluída
1320,1787,2,6,2023-10-25,1096209.52,7.03,Financiamento,60,258192.32,Concluída
1321,1701,34,12,2023-10-28,614534.03,4.36,Financiamento,60,177435.62,Concluída
1322,1935,30,11,2024-09-26,927822.28,0.65,Financiamento,24,211562.44,Concluída
1323,123,4,1,2024-12-08,751028.35,11.7,Financiamento,12,276972.55,Concluída
1324,1452,3,3,2024-11-28,916798.34,7.21,Financiamento,24,195677.47,Concluída
1325,1975,9,13,2024-08-07,568982.47,4.81,Financiamento,12,171632.54,Concluída
1326,1852,31,3,2024-01-26,845598.1,6.87,Financiamento,60,191545.55,Concluída
1327,1727,13,7,2023-12-06,647674.76,6.25,À vista,1,647674.76,Concluída
1328,478,26,8,2024-04-25,572283.83,5.91,Financiamento,60,182531.06,Concluída
1329,1204,6,7,2024-07-16,1016395.44,5.02,À vista,1,1016395.44,Concluída
1330,1937,26,14,2024-07-06,574230.17,5.59,Financiamento,36,120012.79,Concluída
1331,1550,6,11,2024-09-17,918051.85,14.21,Financiamento,48,261330.6,Concluída
1332,1809,14,2,2024-06-16,698743.08,0.06,Financiamento,36,160055.53,Concluída
1333,1266,38,3,2024-01-21,888249.14,0.8,Financiamento,60,321264.73,Concluída
1334,1419,10,2,2023-06-07,911142.23,4.53,Financiamento,24,211182.1,Concluída
1335,1055,9,8,2023-06-15,561451.03,6.07,Financiamento,24,170638.63,Concluída
1336,1147,28,13,2024-10-07,552388.06,4.78,Leasing,36,55238.81,Concluída
1337,1541,9,11,2024-12-13,535389.85,10.43,Consórcio,84,0.0,Concluída
1338,1372,29,13,2023-02-27,695330.93,2.68,Financiamento,36,163879.4,Concluída
1339,298,34,12,2024-05-18,627899.05,2.28,Financiamento,12,165307.41,Concluída
1340,240,25,7,2023-06-25,683694.1,4.37,Financiamento,12,200791.25,Concluída
1341,1334,1,12,2024-12-15,962827.28,3.41,Consórcio,84,0.0,Concluída
1342,1760,32,14,2024-06-08,848502.44,1.46,À vista,1,848502.44,Concluída
1343,1511,19,2,2023-11-15,1083284.31,3.99,Financiamento,60,295538.42,Concluída
1344,533,25,5,2024-03-14,683765.59,4.36,Financiamento,48,229643.6,Concluída
1345,788,3,3,2024-09-14,932705.72,5.6,Leasing,36,93270.57,Concluída
1346,452,17,2,2024-12-26,1273882.27,6.93,À vista,1,1273882.27,Concluída
1347,201,27,7,2024-12-11,460140.85,12.77,Financiamento,36,123669.7,Concluída
1348,1426,7,8,2024-06-01,2286573.33,2.09,Consórcio,60,0.0,Concluída
1349,1026,1,7,2024-12-08,878596.09,11.86,Financiamento,36,303066.83,Concluída
1350,136,34,15,2023-06-12,601233.26,6.43,Consórcio,60,0.0,Concluída
1351,1123,17,8,2024-03-27,1236378.91,9.67,Leasing,48,123637.89,Concluída
1352,1650,19,6,2023-10-26,1018745.34,9.71,Financiamento,36,386706.62,Concluída
1353,1068,33,14,2023-11-04,914990.41,13.19,Consórcio,60,0.0,Concluída
1354,627,4,10,2023-01-12,787431.53,7.42,À vista,1,787431.53,Concluída
1355,877,15,14,2023-06-18,1234443.48,13.17,Financiamento,24,416008.85,Concluída
1356,121,14,15,2024-02-07,682662.34,2.36,Consórcio,84,0.0,Concluída
1357,364,16,10,2024-07-09,1142356.55,4.33,À vista,1,1142356.55,Concluída
1358,201,23,2,2024-08-24,568739.74,1.57,Leasing,48,56873.97,Concluída
1359,470,25,13,2024-12-07,672112.12,5.99,Financiamento,60,218836.36,Concluída
1360,409,14,15,2023-10-28,683431.42,2.25,Financiamento,60,203626.47,Concluída
1361,679,37,13,2024-12-01,567742.3,8.11,Financiamento,36,208554.7,Cancelada
1362,1451,16,10,2024-05-27,1019487.85,14.62,Financiamento,36,327642.72,Concluída
1363,1849,30,13,2024-09-13,868613.49,6.99,Financiamento,60,283711.5,Concluída
1364,1095,3,6,2023-04-16,936460.26,5.22,Financiamento,60,217499.55,Cancelada
1365,1223,11,1,2023-02-28,386300.51,4.38,Consórcio,72,0.0,Cancelada
1366,185,35,5,2023-12-08,694428.89,12.04,À vista,1,694428.89,Concluída
1367,1605,30,4,2023-11-16,859648.12,7.95,Financiamento,24,310398.85,Concluída
1368,681,6,13,2024-04-24,1005373.25,6.05,Consórcio,72,0.0,Concluída
1369,1776,22,3,2024-09-26,390847.6,0.92,Leasing,24,39084.76,Concluída
1370,1596,30,4,2024-11-28,914654.39,2.06,À vista,1,914654.39,Concluída
1371,1597,3,11,2023-10-14,962840.81,2.55,À vista,1,962840.81,Concluída
1372,1534,3,15,2024-12-07,883995.56,10.53,Financiamento,48,299614.43,Concluída
1373,1870,3,12,2024-08-28,984182.38,0.39,Leasing,48,98418.24,Concluída
1374,317,25,3,2023-04-12,665606.2,6.9,Financiamento,24,204707.97,Cancelada
1375,1799,25,7,2023-12-10,616490.04,13.77,Financiamento,12,235558.2,Concluída
1376,579,23,1,2024-09-26,538982.46,6.72,Leasing,48,53898.25,Concluída
1377,1731,7,13,2024-01-11,2177744.49,6.75,Financiamento,24,622783.95,Concluída
1378,483,2,14,2024-05-14,1120734.81,4.95,Financiamento,48,266309.84,Concluída
1379,1892,14,15,2024-07-11,682942.01,2.32,À vista,1,682942.01,Concluída
1380,514,35,14,2023-07-19,768719.2,2.63,À vista,1,768719.2,Concluída
1381,1779,2,6,2023-12-05,1089252.83,7.62,Financiamento,24,383337.68,Concluída
1382,12,14,13,2024-12-19,659450.15,5.68,À vista,1,659450.15,Concluída
1383,344,30,5,2024-06-13,901766.68,3.44,À vista,1,901766.68,Concluída
1384,1533,2,14,2023-05-13,1065081.27,9.67,Financiamento,12,403579.66,Concluída
1385,218,28,9,2024-11-07,563468.31,2.87,À vista,1,563468.31,Concluída
1386,883,26,10,2024-03-04,590104.98,2.98,Leasing,36,59010.5,Concluída
1387,804,37,3,2024-10-21,610868.23,1.13,Leasing,36,61086.82,Concluída
1388,342,37,6,2023-07-06,613277.84,0.74,Financiamento,12,176023.99,Concluída
1389,494,16,8,2023-12-02,1055906.66,11.57,Consórcio,84,0.0,Concluída
1390,690,25,13,2024-03-01,702425.45,1.75,Leasing,24,70242.54,Concluída
1391,432,13,1,2023-06-03,685257.17,0.81,Financiamento,48,255612.05,Concluída
1392,575,12,4,2024-04-07,359531.64,7.23,Consórcio,60,0.0,Concluída
1393,1153,35,15,2024-12-22,705797.44,10.6,Financiamento,60,251373.56,Concluída
1394,737,27,2,2023-06-15,510781.14,3.17,Financiamento,12,126127.57,Concluída
1395,1233,13,13,2024-02-17,639039.1,7.5,Financiamento,12,169191.85,Concluída
1396,664,36,3,2023-12-11,1318348.78,3.36,Leasing,36,131834.88,Concluída
1397,453,19,10,2024-11-06,1058123.13,6.22,À vista,1,1058123.13,Concluída
1398,254,8,9,2023-12-05,1376475.32,4.73,Financiamento,60,472441.73,Concluída
1399,1851,34,13,2024-12-16,622758.66,3.08,Financiamento,12,209112.45,Concluída
1400,405,34,7,2024-08-28,599562.63,6.69,Financiamento,24,148361.41,Concluída
1401,1654,27,12,2023-06-28,525762.22,0.33,À vista,1,525762.22,Concluída
1402,386,37,15,2023-08-10,574785.79,6.97,Financiamento,48,127050.95,Concluída
1403,463,3,12,2024-06-06,939918.38,4.87,Financiamento,60,295142.69,Concluída
1404,234,23,13,2024-04-19,574980.1,0.49,Financiamento,24,220439.73,Concluída
1405,584,17,15,2024-02-09,1190800.02,13.0,À vista,1,1190800.02,Concluída
1406,1341,37,13,2023-12-01,563417.35,8.81,Financiamento,24,222278.02,Concluída
1407,1024,26,6,2024-11-03,595335.76,2.12,Financiamento,48,221666.11,Concluída
1408,1408,34,5,2023-12-17,624943.32,2.74,Financiamento,36,184281.24,Concluída
1409,1992,27,12,2024-09-15,500969.58,5.03,Consórcio,72,0.0,Concluída
1410,1987,22,14,2023-07-24,384693.77,2.48,À vista,1,384693.77,Concluída
1411,1934,35,5,2023-04-10,741797.84,6.04,Consórcio,84,0.0,Concluída
1412,728,29,5,2024-09-12,690329.58,3.38,Financiamento,36,163532.83,Concluída
1413,883,10,13,2024-04-20,885755.85,7.19,Leasing,24,88575.58,Concluída
1414,122,1,12,2024-11-08,925944.98,7.11,Financiamento,24,294443.55,Concluída
1415,1103,25,15,2024-06-15,674971.87,5.59,Leasing,36,67497.19,Concluída
1416,1692,5,5,2023-08-23,1412942.13,10.2,Financiamento,60,430168.41,Concluída
1417,996,38,8,2023-07-13,834613.94,6.79,À vista,1,834613.94,Concluída
1418,27,8,4,2023-08-08,1387166.95,3.99,Financiamento,24,513925.88,Concluída
1419,439,30,12,2024-04-21,926608.22,0.78,Leasing,48,92660.82,Concluída
1420,269,8,9,2024-08-22,1281406.49,11.31,Consórcio,60,0.0,Concluída
1421,662,35,1,2023-12-16,767061.28,2.84,Financiamento,48,267104.72,Concluída
1422,333,25,14,2023-12-12,713864.43,0.15,Financiamento,12,165574.2,Concluída
1423,1346,4,11,2023-03-17,831744.76,2.21,Financiamento,36,253474.62,Concluída
1424,1206,28,4,2024-09-15,538117.17,7.24,Consórcio,60,0.0,Concluída
1425,317,38,13,2024-12-07,835061.64,6.74,Financiamento,60,283903.03,Concluída
1426,1496,32,14,2023-07-15,833950.29,3.15,À vista,1,833950.29,Cancelada
1427,540,20,8,2023-11-03,1765093.55,4.89,Financiamento,48,453817.43,Concluída
1428,951,3,10,2024-09-11,941696.84,4.69,Financiamento,48,285537.48,Concluída
1429,1906,27,4,2023-01-13,497857.31,5.62,Financiamento,12,174634.31,Concluída
1430,986,32,2,2023-04-09,858749.22,0.27,Financiamento,12,303263.03,Concluída
1431,1687,21,8,2023-12-11,459574.27,5.41,À vista,1,459574.27,Concluída
1432,1929,23,14,2024-07-16,572437.73,0.93,À vista,1,572437.73,Concluída
1433,538,14,13,2024-12-03,626939.09,10.33,Financiamento,12,243188.35,Concluída
1434,1962,4,3,2023-02-23,787771.75,7.38,Financiamento,48,181127.06,Concluída
1435,739,33,5,2023-09-16,922368.52,12.49,Financiamento,36,216867.37,Concluída
1436,1565,35,4,2023-02-06,738008.33,6.52,À vista,1,738008.33,Concluída
1437,1383,7,11,2023-02-20,2005159.7,14.14,À vista,1,2005159.7,Concluída
1438,375,35,6,2023-12-06,719060.74,8.92,Financiamento,36,282212.34,Concluída
1439,1460,21,3,2023-11-18,459039.83,5.52,Financiamento,48,111316.04,Cancelada
1440,680,29,10,2023-01-03,660178.57,7.6,Consórcio,84,0.0,Concluída
1441,1613,37,8,2023-06-22,604998.65,2.08,Financiamento,36,141758.7,Concluída
1442,1508,34,9,2023-02-15,629055.64,2.1,Consórcio,72,0.0,Cancelada
1443,456,3,3,2023-07-07,922825.36,6.6,Financiamento,12,206883.32,Concluída
1444,1467,3,12,2023-02-15,927567.93,6.12,Financiamento,12,317060.54,Concluída
1445,1638,22,3,2023-08-13,388717.43,1.46,Financiamento,36,110509.54,Concluída
1446,159,7,9,2024-12-02,2060274.73,11.78,Financiamento,60,698145.38,Concluída
1447,1275,35,15,2023-10-02,744561.03,5.69,Financiamento,48,149467.78,Concluída
1448,788,5,14,2023-10-08,1380686.77,12.25,Financiamento,36,348219.6,Concluída
1449,1893,28,10,2023-09-07,549719.52,5.24,Financiamento,12,171202.74,Concluída
1450,1554,28,2,2023-01-14,554418.48,4.43,À vista,1,554418.48,Concluída
1451,977,33,1,2023-12-01,898336.98,14.77,À vista,1,898336.98,Concluída
1452,621,17,10,2024-06-27,1344235.28,1.79,Financiamento,24,393894.98,Concluída
1453,1829,29,8,2023-05-08,662464.9,7.28,À vista,1,662464.9,Concluída
1454,1934,15,9,2023-02-26,1325288.74,6.78,Financiamento,24,524286.03,Concluída
1455,885,14,8,2023-02-02,693149.78,0.86,Financiamento,48,213400.64,Concluída
1456,336,20,6,2023-10-27,1630173.67,12.16,À vista,1,1630173.67,Concluída
1457,526,14,3,2024-02-11,658611.15,5.8,À vista,1,658611.15,Cancelada
1458,8,12,6,2023-11-20,370964.41,4.28,Financiamento,24,107547.44,Concluída
1459,974,20,1,2024-10-14,1699025.49,8.45,Leasing,24,169902.55,Concluída
1460,32,8,4,2023-12-07,1436290.66,0.59,Financiamento,12,547791.75,Concluída
1461,1193,29,11,2024-06-11,669609.69,6.28,À vista,1,669609.69,Concluída
1462,1151,34,11,2023-05-01,605731.1,5.73,Consórcio,72,0.0,Concluída
1463,1054,36,10,2024-05-01,1233905.7,9.55,À vista,1,1233905.7,Concluída
1464,224,13,8,2024-08-07,661422.74,4.26,Financiamento,48,250969.41,Concluída
1465,1501,16,3,2023-05-03,1046951.21,12.32,Financiamento,36,321629.73,Cancelada
1466,1465,18,1,2024-03-02,880563.67,3.24,Financiamento,12,297961.38,Concluída
1467,1047,34,14,2023-08-14,623593.97,2.95,Financiamento,36,204519.22,Concluída
1468,1699,17,3,2024-03-04,1182998.22,13.57,À vista,1,1182998.22,Concluída
1469,1817,13,8,2023-12-09,588675.91,14.79,Financiamento,12,133870.24,Concluída
1470,1917,6,9,2024-05-21,915697.59,14.43,À vista,1,915697.59,Concluída
1471,1588,34,3,2024-11-22,617618.26,3.88,Leasing,48,61761.83,Cancelada
1472,896,3,15,2023-06-11,973511.59,1.47,Financiamento,24,332238.25,Concluída
1473,1230,8,2,2024-06-28,1345411.79,6.88,Financiamento,48,345007.41,Concluída
1474,153,31,7,2023-06-11,861850.88,5.08,À vista,1,861850.88,Concluída
1475,298,36,7,2023-08-20,1252867.88,8.16,Consórcio,84,0.0,Concluída
1476,1485,13,10,2024-12-13,619971.55,10.26,Leasing,48,61997.16,Concluída
1477,596,15,5,2023-12-17,1213260.47,14.66,À vista,1,1213260.47,Concluída
1478,482,35,4,2023-06-08,754903.25,4.38,Financiamento,12,171882.42,Concluída
1479,260,1,7,2023-06-10,946579.13,5.04,À vista,1,946579.13,Concluída
1480,968,30,11,2023-10-24,909517.98,2.61,Consórcio,72,0.0,Concluída
1481,721,7,2,2023-05-20,2193158.02,6.09,À vista,1,2193158.02,Concluída
1482,914,19,5,2023-10-02,960412.04,14.88,Financiamento,24,294261.78,Concluída
1483,1479,14,2,2024-09-16,663015.87,5.17,Financiamento,36,135308.22,Concluída
1484,1404,6,6,2023-04-05,1058236.94,1.11,Financiamento,48,291830.74,Concluída
1485,18,2,4,2023-05-21,1089252.83,7.62,Financiamento,12,378898.16,Concluída
1486,751,8,12,2023-04-24,1339199.09,7.31,Consórcio,84,0.0,Concluída
1487,815,34,12,2024-07-24,617489.75,3.9,À vista,1,617489.75,Concluída
1488,1561,2,8,2024-05-05,1064137.99,9.75,Leasing,36,106413.8,Concluída
1489,1097,10,10,2024-12-21,941395.93,1.36,À vista,1,941395.93,Cancelada
1490,154,17,9,2023-05-17,1187515.05,13.24,À vista,1,1187515.05,Concluída
1491,173,18,3,2024-05-21,884658.9,2.79,Financiamento,36,264459.72,Concluída
1492,108,31,11,2023-11-08,907522.07,0.05,Consórcio,84,0.0,Concluída
1493,205,29,8,2024-11-11,708620.24,0.82,À vista,1,708620.24,Concluída
1494,1876,38,9,2023-01-07,876250.61,2.14,À vista,1,876250.61,Concluída
1495,1359,31,7,2023-07-22,859853.33,5.3,Financiamento,24,252628.94,Concluída
1496,1396,34,14,2023-12-20,628927.13,2.12,Financiamento,48,141551.54,Concluída
1497,455,10,14,2024-12-06,879170.66,7.88,À vista,1,879170.66,Concluída
1498,1628,21,15,2024-07-21,456124.67,6.12,Consórcio,60,0.0,Concluída
1499,1502,26,13,2023-03-28,565897.42,6.96,À vista,1,565897.42,Concluída
1500,1278,21,11,2024-02-03,456173.26,6.11,Consórcio,60,0.0,Concluída
